building_id,early_flat_frac,early_zero_frac,early_late_mean_ratio,early_late_std_logratio
Bear_assembly_Angel,0.08494845360824742,0.0,1.0271481129963782,0.20538589296381632
Bear_assembly_Beatrice,0.11298969072164948,0.0,1.0676517848506952,0.03272590307257794
Bear_assembly_Danial,0.03917525773195876,0.0,0.8700036907622619,0.09072707344314045
Bear_assembly_Genia,0.08618556701030927,0.0,0.7585564407994776,-0.29465589331603964
Bear_assembly_Harry,0.06927835051546392,0.0,1.0661286345210372,-0.0403548439945859
Bear_assembly_Jose,0.04329896907216495,0.0,0.8565181625229878,-0.2985989825665298
Bear_assembly_Roxy,0.2606185567010309,0.0,0.5285003213130998,-0.6819333329146755
Bear_assembly_Ruby,0.05567010309278351,0.0,0.9204475753014829,0.23246722583982546
Bear_education_Alvaro,0.05814432989690722,0.0,0.8739983835969971,-0.15615205770592555
Bear_education_Augusta,0.2065979381443299,0.0,0.9133293337886282,-0.014607209856535647
Bear_education_Austin,0.3014432989690722,0.0,1.0349225202906414,0.07898151796386098
Bear_education_Babara,0.05938144329896907,0.0,0.9545057732407244,-0.7226161883431685
Bear_education_Benita,0.2556701030927835,0.0,0.8777449318709848,-0.4927964347422225
Bear_education_Bob,0.08618556701030927,0.0,0.9236596205990852,0.0033059098034800695
Bear_education_Bulah,0.05484536082474227,0.0,0.8851243674401962,-0.38410538146631257
Bear_education_Carlo,0.0890721649484536,0.0,1.1481896505477982,0.079935836837491
Bear_education_Chad,0.04082474226804124,0.0,0.9259122920826531,-0.22502637507297507
Bear_education_Chana,0.2441237113402062,0.0,0.9750068477809225,-0.08834361445502917
Bear_education_Chun,0.11051546391752577,0.0,0.7766523442704324,-0.9277465390414524
Bear_education_Clint,0.09030927835051547,0.0,1.0435548916290407,-0.1727295707940616
Bear_education_Curtis,0.08164948453608248,0.0,1.0656295343674205,-0.2182116949182459
Bear_education_Danna,0.07298969072164949,0.0,0.8973360888006126,-0.1739017473578045
Bear_education_Darrell,0.3138144329896907,0.0,1.2280519979714828,0.35195680684283304
Bear_education_Deena,0.34845360824742266,0.0,0.9044193894985598,0.04055941764832979
Bear_education_Derek,0.08371134020618556,0.0416323165704864,0.8997299747012547,0.7073917182772539
Bear_education_Destiny,0.03463917525773196,0.0,1.0377377810469088,-0.23150266202987824
Bear_education_Elise,0.08288659793814433,0.0,0.970344469713438,-0.10783517413149174
Bear_education_Fannie,0.18639175257731957,0.0,0.926928347083701,-0.8489073499985329
Bear_education_Gavin,0.01443298969072165,0.0,0.9886276317293228,-0.09151517230592546
Bear_education_Herb,0.07876288659793815,0.0,1.0561826020794758,0.027667739781853863
Bear_education_Irene,0.2771134020618557,0.0,1.054672209436129,0.09216920122962483
Bear_education_Iris,0.04865979381443299,0.0,1.1717115966739602,0.12568734677792578
Bear_education_Katy,0.08206185567010309,0.0,0.8359910645637036,-0.4210022172135387
Bear_education_Lashanda,0.07463917525773196,0.0,0.891099087079858,0.09259236845218587
Bear_education_Laurette,0.02597938144329897,0.0,1.0028272989533678,0.1963688423104138
Bear_education_Leonel,0.12329896907216495,0.0,0.8684592827519719,-0.16278253334878795
Bear_education_Lewis,0.13030927835051545,0.0,0.9647009030495118,-0.010073008056933825
Bear_education_Lidia,0.10309278350515463,0.0,1.0915452745813734,0.018376570748770242
Bear_education_Lila,0.07340206185567011,0.0,1.043246970382268,-0.10005130421482394
Bear_education_Liliana,0.1822680412371134,0.0,0.8973453308002027,-0.2895812771456753
Bear_education_Lorie,0.15793814432989692,0.0,0.9317338781290218,-0.4149342928142106
Bear_education_Mara,0.04206185567010309,0.0,0.9876473487966487,0.02046299502995846
Bear_education_Marie,0.10969072164948454,0.0,1.0881603182753643,0.034256867847190765
Bear_education_Marsha,0.06350515463917526,0.0,0.961282159264126,0.05276138130631348
Bear_education_Marta,0.08494845360824742,0.0,0.957207637956856,0.0029021496069792803
Bear_education_Maryjane,0.0668041237113402,0.0,0.816522042920892,-0.4657982617035329
Bear_education_Merrill,0.061855670103092786,0.0,0.9952965008560817,-0.31272421491682534
Bear_education_Nanette,0.036701030927835054,0.0,0.8671735360873366,-0.5278679378100946
Bear_education_Oscar,0.06597938144329897,0.0,1.0753496884582268,-0.28228792295284216
Bear_education_Owen,0.1884536082474227,0.002061005770816158,1.0123795715567903,0.0550984811398909
Bear_education_Paola,0.12494845360824743,0.0,0.8625902963870473,-0.34791392596539517
Bear_education_Patricia,0.04824742268041237,0.0,0.9453176492893146,0.09193488093285168
Bear_education_Pattie,0.05567010309278351,0.0,0.7918668215268099,-0.4492320863846008
Bear_education_Rebecca,0.052371134020618555,0.0,1.0117636465956537,-0.038964898533108416
Bear_education_Sandy,0.03958762886597938,0.0,1.1076424096151065,-0.17180189565558165
Bear_education_Santos,0.5224742268041237,0.0,0.9380385926154542,0.11828002940472733
Bear_education_Sharon,0.02515463917525773,0.0,0.9638087905676722,0.06685658887912461
Bear_education_Shelley,0.1360824742268041,0.0,1.0580834960011802,0.0026597717763883243
Bear_education_Tara,0.04989690721649485,0.0,1.2884123461156174,0.11305198914886475
Bear_education_Thuy,0.1290721649484536,0.0,0.9112460976898551,0.06369373976488754
Bear_education_Val,0.05402061855670103,0.0,1.0406643340389783,0.03639866607086531
Bear_education_Wade,0.14845360824742268,0.0,1.4656424517460394,-0.44559225883002546
Bear_education_Wilton,0.07876288659793815,0.0028854080791426216,0.8768375609096992,-0.23371214052953984
Bear_education_Wm,0.04082474226804124,0.0,1.0371333948161665,0.03524912076015288
Bear_education_Yuri,0.15051546391752577,0.0,1.1209722542305736,0.09154423241739613
Bear_education_Yvette,0.1327835051546392,0.0,1.1180571998186775,-0.002052839661450434
Bear_education_Zandra,0.06804123711340206,0.00041220115416323167,1.086735137647002,0.9291768286008132
Bear_lodging_Dannie,0.050721649484536085,0.0,0.8905013849748405,0.17157601795898691
Bear_lodging_Erick,0.03422680412371134,0.0,1.3771961758122553,0.18827630510471155
Bear_lodging_Esperanza,0.032989690721649485,0.0,1.0019707615398867,0.2532606851953791
Bear_lodging_Evan,0.024329896907216497,0.0,0.950539836654262,-0.010165892274232435
Bear_parking_Bridget,0.05649484536082474,0.0,1.0716851547349768,-0.2817780195837771
Bear_parking_Bruce,0.0288659793814433,0.0,1.0945390894234983,0.2243137970010583
Bear_public_Arlean,0.09938144329896907,0.0,0.7613037784112602,-0.774778877753423
Bear_public_Jocelyn,0.0977319587628866,0.0,0.9865095327303355,-0.05930720878031917
Bear_public_Lowell,0.055257731958762886,0.0,0.9504511433700622,-0.054817203508707134
Bear_public_Orville,0.3987628865979381,0.0,0.8808513046573803,-0.20731228000281268
Bear_public_Rayna,0.1265979381443299,0.0,1.007228140264558,0.028622121141958126
Bear_public_Valorie,0.168659793814433,0.0,0.8611947813766974,-0.3184910125792653
Bear_science_Alison,0.05814432989690722,0.0,0.9810941371775252,-0.2240642983833281
Bear_science_Eleanor,0.08536082474226804,0.0,0.5566752260752129,-0.6530077435875761
Bear_utility_Sidney,0.029278350515463916,0.0,0.957979950310444,0.06817070694852478
Bobcat_assembly_Adam,0.6927835051546392,0.0,0.975312967383626,-0.43044787167639204
Bobcat_assembly_Billy,0.694020618556701,0.0,0.9778889564827375,-0.4119857680129149
Bobcat_assembly_Camilla,0.6997938144329897,0.0,0.8707961668007826,-0.2127863634597622
Bobcat_assembly_Franklin,0.4705154639175258,0.0,1.0506561136811228,-0.39623426194542444
Bobcat_education_Alissa,0.471340206185567,0.416323165704864,0.6100417944242347,0.5055480604615402
Bobcat_education_Angela,0.43216494845360826,0.0,0.913208097769348,-0.15016982550699198
Bobcat_education_Coleman,0.4420618556701031,0.0,0.8954106167267109,-0.04698300588961458
Bobcat_education_Dylan,0.4329896907216495,0.0,0.9081457860248867,0.16718489267476855
Bobcat_education_Hollis,0.6936082474226805,0.0,0.8956532338802066,-0.5906251175136762
Bobcat_education_Jayne,0.7183505154639175,0.24402308326463315,0.643659833825359,0.038939320585799506
Bobcat_education_Marisha,0.6894845360824742,0.0,0.8798042585665355,-0.45567248001025173
Bobcat_education_Monte,0.7534020618556702,0.0,0.7523600432028867,-0.7548327413882329
Bobcat_education_Rosalva,0.7290721649484536,0.0,0.8285615609000554,-0.20453940981071717
Bobcat_education_Toni,0.697319587628866,0.0,0.7206254709650908,-0.4150399708625452
Bobcat_education_Whitney,0.7191752577319588,0.0,0.9421433208541902,-0.6921652062957598
Bobcat_lodging_Darin,0.4288659793814433,0.0,0.8923224517760526,-0.5619380063583668
Bobcat_lodging_Melaine,0.4247422680412371,0.0,0.9694063000814039,-0.2608073740871159
Bobcat_lodging_Nickolas,0.4420618556701031,0.0,1.4233844915482778,0.03415440424391625
Bobcat_office_Alma,0.603298969072165,0.0,1.1186913477825937,-0.26549436723007724
Bobcat_office_Justine,0.4383505154639175,0.0,1.1440234404887315,-0.1688448445381185
Bobcat_office_Kassandra,0.4894845360824742,0.0,0.6937452806602604,-0.11455842554141281
Bobcat_office_Melody,0.43752577319587627,0.0,1.2131691228538357,0.08609515382648229
Bobcat_office_Nikita,0.4663917525773196,0.0,0.8971112944170158,-0.5459944318885149
